player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr,week
Jalen Reagor,61697,WR,1,PHI,4,4,41,37,1.11,2
Adam Thielen,8288,WR,1,MIN,8,3,31,28,1.11,2
Clyde Edwards-Helaire,57279,HB,1,KC,7,6,32,29,1.1,2
Robert Tonyan,12193,TE,1,GB,3,2,25,23,1.09,2
Tarik Cohen,11874,HB,1,CHI,1,1,15,14,1.07,2
Zach Ertz,7816,TE,1,PHI,7,5,42,40,1.05,2
Olabisi Johnson,47882,WR,1,MIN,4,1,24,23,1.04,2
Antonio Gandy-Golden,39993,WR,1,WAS,1,1,3,3,1,2
Reggie Gilliam,40951,TE,1,BUF,1,1,1,1,1,2
James Washington,47792,WR,1,PIT,4,3,22,22,1,2
Devontae Booker,10770,HB,1,LV,1,1,6,6,1,2
Deonte Harris,91470,WR,1,NO,5,3,23,23,1,2
Tyler Eifert,7802,TE,1,JAX,6,3,36,36,1,2
Greg Ward,12258,WR,1,PHI,1,1,5,5,1,2
Jaylen Samuels,47297,HB,1,PIT,2,1,4,4,1,2
J.K. Dobbins,57366,HB,1,BAL,1,1,13,14,0.93,2
Ezekiel Elliott,10638,HB,1,DAL,7,6,33,36,0.92,2
Brandon Aiyuk,84109,WR,1,SF,3,2,21,23,0.91,2
Dion Lewis,6301,HB,1,NYG,5,4,36,41,0.88,2
Danny Amendola,4717,WR,1,DET,7,2,21,24,0.88,2
Mecole Hardman,42683,WR,1,KC,3,2,30,35,0.86,2
O.J. Howard,11774,TE,1,TB,3,1,11,13,0.85,2
Tee Higgins,61211,WR,1,CIN,6,3,35,42,0.83,2
Tim Patrick,12087,WR,1,DEN,5,2,24,29,0.83,2
Dan Arnold,51842,TE,1,ARI,3,2,26,32,0.81,2
Dallas Goedert,47272,TE,1,PHI,7,4,30,37,0.81,2
Chris Manhertz,10211,TE,1,CAR,1,1,8,10,0.8,2
Adam Shaheen,11800,TE,1,MIA,2,1,4,5,0.8,2
Darius Slayton,25578,WR,1,NYG,6,3,33,42,0.79,2
Zach Pascal,12303,WR,1,IND,4,3,19,25,0.76,2
Kyle Juszczyk,7912,FB,1,SF,2,2,6,8,0.75,2
Nick Chubb,45783,HB,1,CLE,1,1,9,12,0.75,2
Alexander Mattison,45817,HB,1,MIN,2,1,3,4,0.75,2
Jimmy Graham,5619,TE,1,CHI,1,1,18,24,0.75,2
Demarcus Robinson,10760,WR,1,KC,4,3,28,38,0.74,2
Chris Thompson,7936,HB,1,JAX,4,3,20,27,0.74,2
Giovani Bernard,7818,HB,1,CIN,6,5,22,30,0.73,2
Logan Thomas,8755,TE,1,WAS,9,4,26,36,0.72,2
Kenny Stills,7926,WR,1,HOU,2,2,16,23,0.7,2
Josh Malone,11883,WR,1,NYJ,6,4,16,23,0.7,2
Julio Jones,6158,WR,1,ATL,4,2,24,36,0.67,2
Nyheim Hines,48103,HB,1,IND,1,1,4,6,0.67,2
Ryan Nall,45753,HB,1,CHI,1,1,2,3,0.67,2
A.J. Green,6156,WR,1,CIN,13,3,29,45,0.64,2
Will Dissly,30762,TE,1,SEA,1,1,9,14,0.64,2
Nick Boyle,9604,TE,1,BAL,1,1,11,18,0.61,2
Marvin Jones Jr.,7158,WR,1,DET,6,4,23,38,0.61,2
Dontrelle Inman,6597,WR,1,WAS,5,2,17,28,0.61,2
Tony Pollard,27126,HB,1,DAL,1,1,3,5,0.6,2
Trent Taylor,11932,WR,1,SF,3,2,10,17,0.59,2
Preston Williams,38855,WR,1,MIA,4,1,26,45,0.58,2
James Conner,11860,HB,1,PIT,2,2,15,26,0.58,2
Marcedes Lewis,2973,TE,1,GB,1,1,4,7,0.57,2
Emmanuel Sanders,5606,WR,1,NO,3,1,18,33,0.55,2
Jalen Guyton,34164,WR,1,LAC,2,1,14,26,0.54,2
Jonathan Taylor,57488,HB,1,IND,2,2,9,17,0.53,2
Robert Woods,7822,WR,1,LA,4,2,14,28,0.5,2
Ryan Izzo,47327,TE,1,NE,2,2,19,40,0.48,2
Jared Cook,5012,TE,1,NO,4,2,13,27,0.48,2
Kenyan Drake,10707,HB,1,ARI,2,2,9,19,0.47,2
David Johnson,9519,HB,1,HOU,4,2,16,35,0.46,2
Chase Edmonds,45851,HB,1,ARI,4,3,9,20,0.45,2
Melvin Gordon III,9448,HB,1,DEN,3,2,14,31,0.45,2
Ross Dwelley,20994,TE,1,SF,1,1,5,11,0.45,2
Ronald Jones,34001,HB,1,TB,2,2,4,9,0.44,2
Curtis Samuel,11795,WR,1,CAR,2,2,13,31,0.42,2
Scotty Miller,47481,WR,1,TB,3,2,11,26,0.42,2
Mike Williams,11762,WR,1,LAC,4,2,14,34,0.41,2
Jason Witten,1384,TE,1,LV,1,1,3,8,0.38,2
Dalvin Cook,11796,HB,1,MIN,2,2,8,22,0.36,2
Gabriel Davis,55410,WR,1,BUF,1,1,6,17,0.35,2
Sammy Watkins,8639,WR,1,KC,3,1,11,31,0.35,2
Jakob Johnson,32565,FB,1,NE,1,1,1,3,0.33,2
Matt Breida,12271,HB,1,MIA,1,1,2,6,0.33,2
Marcus Baugh,47131,TE,1,WAS,1,1,2,7,0.29,2
Tyler Ervin,10753,HB,1,GB,1,1,4,16,0.25,2
Jakeem Grant,10820,WR,1,MIA,1,1,2,8,0.25,2
Chris Herndon,47164,TE,1,NYJ,4,1,5,21,0.24,2
DaeSean Hamilton,45416,WR,1,DEN,2,1,5,24,0.21,2
Keith Smith,9302,FB,1,ATL,2,1,1,5,0.2,2
Irv Smith Jr.,42060,TE,1,MIN,4,1,3,17,0.18,2
Vance McDonald,7836,TE,1,PIT,2,1,3,18,0.17,2
Henry Ruggs III,61102,WR,1,LV,3,1,4,26,0.15,2
Patrick Ricard,48862,FB,1,BAL,1,1,1,9,0.11,2
Cyril Grayson,12077,WR,1,TB,1,0,0,13,0,2
Jace Sternberger,47081,TE,1,GB,1,0,0,4,0,2
Demetrius Harris,8524,TE,1,CHI,1,0,0,6,0,2
J.J. Arcega-Whiteside,35014,WR,1,PHI,2,0,0,8,0,2
Kerryon Johnson,34455,HB,1,DET,1,0,0,8,0,2
Jerick McKinnon,8731,HB,1,SF,1,0,0,6,0,2
Collin Johnson,47808,WR,1,JAX,2,0,0,5,0,2
Bruce Miller,6363,FB,1,JAX,1,0,0,6,0,2
Frank Gore,2282,HB,1,NYJ,1,0,0,9,0,2
Kyle Rudolph,6195,TE,1,MIN,1,0,0,19,0,2
Anthony Miller,48160,WR,1,CHI,3,0,0,17,0,2
C.J. Goodwin,9243,CB,1,DAL,1,0,0,1,0,2
Damion Ratley,48182,WR,1,NYG,2,0,0,22,0,2
Darrell Daniels,12122,TE,1,ARI,1,0,0,16,0,2
Ty Johnson,45769,HB,1,DET,1,0,0,4,0,2
Rob Gronkowski,5567,TE,1,TB,1,0,0,18,0,2
Jamal Agnew,11920,HB,1,DET,1,1,0,6,0,2
Derrick Henry,10679,HB,1,TEN,1,0,0,14,0,2
Greg Olsen,3647,TE,1,SEA,1,0,0,25,0,2
John Ross,11764,WR,1,CIN,2,0,0,23,0,2
Darwin Thompson,83791,HB,1,KC,1,0,0,11,0,2
Nick Vannett,10728,TE,1,DEN,2,0,0,10,0,2
Andy Janovich,10810,FB,1,CLE,1,1,0,3,0,2
Kaden Smith,40973,TE,1,NYG,3,2,-1,16,-0.06,2
Antonio Gibson,78050,HB,1,WAS,2,1,-3,20,-0.15,2
Lynn Bowden Jr.,61361,WR,1,MIA,1,1,-1,3,-0.33,2
Benny Snell Jr.,45954,HB,1,PIT,1,1,-4,5,-0.8,2
Kalif Raymond,11028,WR,1,TEN,3,3,118,8,14.75,3
Jakeem Grant,10820,WR,1,MIA,1,1,19,2,9.5,3
JaMycal Hasty,25582,HB,1,SF,1,1,9,1,9,3
Mo Alie-Cox,12078,TE,1,IND,3,3,50,7,7.14,3
Diontae Spencer,91248,WR,1,DEN,1,1,7,1,7,3
Justin Jefferson,61398,WR,1,MIN,9,7,175,27,6.48,3
Cullen Gillaspia,38844,FB,1,HOU,1,1,6,1,6,3
Jeff Wilson Jr.,29413,HB,1,SF,3,3,54,9,6,3
James Robinson,22425,HB,1,JAX,6,6,83,14,5.93,3
Kenny Stills,7926,WR,1,HOU,4,3,35,6,5.83,3
Kalen Ballage,45741,HB,1,NYJ,5,5,44,8,5.5,3
Cedrick Wilson,48170,WR,1,DAL,7,5,107,20,5.35,3
Royce Freeman,45747,HB,1,DEN,2,2,31,6,5.17,3
D'Andre Swift,57212,HB,1,DET,2,1,19,4,4.75,3
Allen Lazard,48135,WR,1,GB,7,6,146,32,4.56,3
Jace Sternberger,47081,TE,1,GB,3,3,36,8,4.5,3
Alvin Kamara,11822,HB,1,NO,14,13,139,32,4.34,3
Andy Janovich,10810,FB,1,CLE,1,1,13,3,4.33,3
Cole Beasley,7330,WR,1,BUF,6,6,100,24,4.17,3
LeSean McCoy,4976,HB,1,TB,2,2,24,6,4,3
Jesse James,9593,TE,1,DET,4,3,28,7,4,3
Scotty Miller,47481,WR,1,TB,5,3,83,21,3.95,3
Mecole Hardman,42683,WR,1,KC,6,4,81,21,3.86,3
DeAndre Hopkins,7808,WR,1,ARI,12,10,137,36,3.81,3
Randall Cobb,6216,WR,1,HOU,4,4,95,25,3.8,3
O.J. Howard,11774,TE,1,TB,4,3,49,13,3.77,3
Bryan Edwards,28486,WR,1,LV,3,2,48,13,3.69,3
Nyheim Hines,48103,HB,1,IND,4,4,40,11,3.64,3
Marcedes Lewis,2973,TE,1,GB,2,1,18,5,3.6,3
Foster Moreau,47043,TE,1,LV,2,2,25,7,3.57,3
T.Y. Hilton,7092,WR,1,IND,3,3,52,15,3.47,3
Giovani Bernard,7818,HB,1,CIN,3,3,55,16,3.44,3
Cooper Kupp,11824,WR,1,LA,10,9,107,32,3.34,3
Jamal Agnew,11920,HB,1,DET,2,2,20,6,3.33,3
Russell Gage,44771,WR,1,ATL,3,2,26,8,3.25,3
Andy Isabella,47448,WR,1,ARI,4,4,47,15,3.13,3
Hunter Renfrow,47509,WR,1,LV,8,6,84,27,3.11,3
Jordan Wilkins,26618,HB,1,IND,1,1,6,2,3,3
Jakob Johnson,32565,FB,1,NE,1,1,6,2,3,3
Tyler Boyd,10689,WR,1,CIN,12,10,125,42,2.98,3
Vance McDonald,7836,TE,1,PIT,3,3,35,12,2.92,3
Sony Michel,27589,HB,1,NE,2,2,23,8,2.88,3
Tyler Higbee,10744,TE,1,LA,2,2,40,14,2.86,3
Gerald Everett,11799,TE,1,LA,2,2,34,12,2.83,3
Calvin Ridley,48262,WR,1,ATL,10,5,110,39,2.82,3
Allen Robinson II,8696,WR,1,CHI,14,10,123,44,2.8,3
DeVante Parker,9447,WR,1,MIA,5,5,69,25,2.76,3
Gabriel Davis,55410,WR,1,BUF,5,4,81,30,2.7,3
MyCole Pruitt,9576,TE,1,TEN,2,2,16,6,2.67,3
Kaden Smith,40973,TE,1,NYG,2,1,13,5,2.6,3
Keenan Allen,7857,WR,1,LAC,17,13,132,51,2.59,3
Robert Tonyan,12193,TE,1,GB,5,5,50,20,2.5,3
Odell Beckham Jr.,8647,WR,1,CLE,6,4,59,24,2.46,3
Michael Gallup,26075,WR,1,DAL,8,6,138,56,2.46,3
Jonnu Smith,11855,TE,1,TEN,8,5,61,25,2.44,3
Auden Tate,48192,WR,1,CIN,4,2,29,12,2.42,3
Clyde Edwards-Helaire,57279,HB,1,KC,6,5,70,29,2.41,3
D.K. Metcalf,47864,WR,1,SEA,7,4,110,46,2.39,3
Rex Burkhead,7971,HB,1,NE,9,7,49,21,2.33,3
Anthony McFarland Jr.,57289,HB,1,PIT,2,1,7,3,2.33,3
D.J. Moore,48267,WR,1,CAR,4,2,65,28,2.32,3
Robert Woods,7822,WR,1,LA,5,5,74,33,2.24,3
J.K. Dobbins,57366,HB,1,BAL,4,4,38,17,2.24,3
Ted Ginn Jr.,3625,WR,1,CHI,2,1,29,13,2.23,3
Travis Kelce,7844,TE,1,KC,7,6,87,39,2.23,3
Alec Ingold,34934,FB,1,LV,1,1,11,5,2.2,3
Corey Davis,11760,WR,1,TEN,6,5,69,32,2.16,3
Austin Ekeler,12164,HB,1,LAC,11,11,84,39,2.15,3
Tyler Lockett,9502,WR,1,SEA,13,9,100,48,2.08,3
Terry McLaurin,48229,WR,1,WAS,8,4,83,40,2.08,3
Damion Ratley,48182,WR,1,NYG,1,1,29,14,2.07,3
Mike Davis,9559,HB,1,CAR,9,8,45,22,2.05,3
Ross Dwelley,20994,TE,1,SF,4,4,49,24,2.04,3
Kenny Golladay,11851,WR,1,DET,7,6,57,28,2.04,3
Brandon Aiyuk,84109,WR,1,SF,8,5,70,35,2,3
Eric Fisher,7783,T,1,KC,1,1,2,1,2,3
Robby Anderson,11254,WR,1,CAR,5,5,55,28,1.96,3
Curtis Samuel,11795,WR,1,CAR,4,4,45,23,1.96,3
Josh Reynolds,11872,WR,1,LA,5,4,60,31,1.94,3
Braxton Berrios,47961,WR,1,NYJ,4,4,64,33,1.94,3
Lawrence Cager,34914,WR,1,NYJ,4,2,35,18,1.94,3
Tyreek Hill,10799,WR,1,KC,6,5,77,40,1.93,3
Chase Edmonds,45851,HB,1,ARI,2,2,21,11,1.91,3
James Conner,11860,HB,1,PIT,5,4,40,21,1.9,3
Rob Gronkowski,5567,TE,1,TB,7,6,48,26,1.85,3
James O'Shaughnessy,9606,TE,1,JAX,4,3,29,16,1.81,3
Mohamed Sanu,7084,WR,1,SF,1,1,9,5,1.8,3
Greg Olsen,3647,TE,1,SEA,6,5,61,34,1.79,3
Jordan Reed,7866,TE,1,SF,5,2,23,13,1.77,3
Jerick McKinnon,8731,HB,1,SF,4,3,39,22,1.77,3
Daurice Fountain,48181,WR,1,IND,2,2,23,13,1.77,3
Dallas Goedert,47272,TE,1,PHI,1,1,7,4,1.75,3
Kendrick Bourne,12270,WR,1,SF,6,4,63,36,1.75,3
Chris Godwin,11839,WR,1,TB,6,5,64,37,1.73,3
Michael Pittman Jr.,29049,WR,1,IND,4,3,26,15,1.73,3
T.J. Hockenson,40912,TE,1,DET,7,4,53,31,1.71,3
Darrell Daniels,12122,TE,1,ARI,2,2,24,14,1.71,3
Brian Hill,11911,HB,1,ATL,2,1,22,13,1.69,3
Will Fuller V,10655,WR,1,HOU,5,4,54,32,1.69,3
Zay Jones,11792,WR,1,LV,3,3,32,19,1.68,3
Eric Ebron,8645,TE,1,PIT,7,5,52,31,1.68,3
Devin Singletary,40485,HB,1,BUF,5,4,50,30,1.67,3
Anthony Sherman,6288,FB,1,KC,1,1,5,3,1.67,3
CeeDee Lamb,61570,WR,1,DAL,6,5,65,39,1.67,3
Emmanuel Sanders,5606,WR,1,NO,5,4,56,34,1.65,3
Kareem Hunt,11841,HB,1,CLE,3,2,18,11,1.64,3
Jarvis Landry,8698,WR,1,CLE,4,4,36,22,1.64,3
Amari Cooper,9437,WR,1,DAL,12,9,86,53,1.62,3
N'Keal Harry,48297,WR,1,NE,4,2,34,21,1.62,3
Myles Gaskin,45914,HB,1,MIA,5,5,29,18,1.61,3
Seth Roberts,9079,WR,1,CAR,3,2,16,10,1.6,3
Adam Humphries,10075,WR,1,TEN,7,4,41,26,1.58,3
Greg Ward,12258,WR,1,PHI,11,8,72,46,1.57,3
Jerry Jeudy,61103,WR,1,DEN,8,5,55,36,1.53,3
Darius Slayton,25578,WR,1,NYG,6,3,53,35,1.51,3
Marvin Jones Jr.,7158,WR,1,DET,3,3,51,34,1.5,3
Sammy Watkins,8639,WR,1,KC,8,7,62,42,1.48,3
J.D. McKissic,11047,HB,1,WAS,4,3,37,25,1.48,3
Chris Thompson,7936,HB,1,JAX,6,5,35,24,1.46,3
Zach Pascal,12303,WR,1,IND,3,2,34,24,1.42,3
Jimmy Graham,5619,TE,1,CHI,10,6,60,43,1.4,3
Kerryon Johnson,34455,HB,1,DET,1,1,14,10,1.4,3
Latavius Murray,7962,HB,1,NO,1,1,7,5,1.4,3
C.J. Ham,11347,FB,1,MIN,1,1,11,8,1.38,3
Carlos Hyde,8692,HB,1,SEA,1,1,11,8,1.38,3
Dalton Schultz,47304,TE,1,DAL,6,4,48,35,1.37,3
Stefon Diggs,9579,WR,1,BUF,6,4,49,36,1.36,3
Isaiah Wright,40113,WR,1,WAS,6,4,24,18,1.33,3
James Washington,47792,WR,1,PIT,7,5,36,27,1.33,3
Zach Ertz,7816,TE,1,PHI,9,7,70,53,1.32,3
JuJu Smith-Schuster,11817,WR,1,PIT,5,4,43,34,1.26,3
Austin Hooper,10715,TE,1,CLE,4,3,25,20,1.25,3
Jeremy McNichols,11917,HB,1,TEN,1,1,5,4,1.25,3
Jared Cook,5012,TE,1,NO,3,2,21,17,1.24,3
Olamide Zaccheaus,44920,WR,1,ATL,6,4,41,33,1.24,3
Brandon Powell,48036,WR,1,ATL,4,3,27,22,1.23,3
Luke Stocker,6256,TE,1,ATL,1,1,6,5,1.2,3
Noah Fant,42388,TE,1,DEN,10,5,46,39,1.18,3
Trent Taylor,11932,WR,1,SF,1,1,20,17,1.18,3
Devin Duvernay,40006,WR,1,BAL,3,2,7,6,1.17,3
Anthony Miller,48160,WR,1,CHI,5,2,41,35,1.17,3
Dontrelle Inman,6597,WR,1,WAS,5,3,38,33,1.15,3
Hunter Henry,10669,TE,1,LAC,7,5,50,44,1.14,3
Dalvin Cook,11796,HB,1,MIN,3,2,18,16,1.13,3
Tre'Quan Smith,48228,WR,1,NO,5,4,42,38,1.11,3
Ronald Jones,34001,HB,1,TB,4,2,20,18,1.11,3
Tyler Kroft,9518,TE,1,BUF,5,4,24,22,1.09,3
Keelan Cole,51593,WR,1,JAX,4,4,43,40,1.08,3
Jordan Akins,47050,TE,1,HOU,3,2,28,26,1.08,3
Demetrius Harris,8524,TE,1,CHI,3,3,15,14,1.07,3
Laviska Shenault Jr.,61220,WR,1,JAX,6,5,33,31,1.06,3
Golden Tate,5585,WR,1,NYG,7,5,36,34,1.06,3
Tim Patrick,12087,WR,1,DEN,4,4,43,41,1.05,3
Richard Rodgers,8733,TE,1,PHI,2,2,15,15,1,3
Isaiah Ford,11991,WR,1,MIA,2,2,14,14,1,3
Lee Smith,6311,TE,1,BUF,1,1,1,1,1,3
Nelson Agholor,9453,WR,1,LV,3,2,32,33,0.97,3
Adam Thielen,8288,WR,1,MIN,5,3,29,30,0.97,3
Danny Amendola,4717,WR,1,DET,4,1,18,19,0.95,3
Adam Trautman,109795,TE,1,NO,2,2,17,18,0.94,3
Tee Higgins,61211,WR,1,CIN,9,5,40,43,0.93,3
Tarik Cohen,11874,HB,1,CHI,6,3,20,22,0.91,3
Mike Thomas,10840,WR,1,CIN,2,2,9,10,0.9,3
Aaron Jones,11937,HB,1,GB,3,2,17,19,0.89,3
Chris Herndon,47164,TE,1,NYJ,5,3,21,24,0.88,3
Durham Smythe,47257,TE,1,MIA,1,1,7,8,0.88,3
A.J. Green,6156,WR,1,CIN,6,5,36,41,0.88,3
Damiere Byrd,9964,WR,1,NE,3,3,27,31,0.87,3
Chris Conley,9509,WR,1,JAX,8,3,34,40,0.85,3
KeeSean Johnson,39587,WR,1,ARI,7,2,24,29,0.83,3
Adrian Peterson,3623,HB,1,DET,1,1,10,12,0.83,3
Joshua Kelley,13750,HB,1,LAC,2,2,9,11,0.82,3
Logan Thomas,8755,TE,1,WAS,7,4,31,38,0.82,3
Antonio Gibson,78050,HB,1,WAS,3,3,11,14,0.79,3
Chase Claypool,42312,WR,1,PIT,3,1,24,31,0.77,3
David Johnson,9519,HB,1,HOU,3,2,23,30,0.77,3
Brandin Cooks,8655,WR,1,HOU,4,3,23,30,0.77,3
Mark Andrews,47436,TE,1,BAL,8,3,22,29,0.76,3
Josh Jacobs,45953,HB,1,LV,4,3,12,16,0.75,3
Mike Williams,11762,WR,1,LAC,1,1,17,23,0.74,3
Julian Edelman,5156,WR,1,NE,5,2,23,31,0.74,3
Deontay Burnett,47477,WR,1,PHI,3,3,19,26,0.73,3
Nick Boyle,9604,TE,1,BAL,1,1,5,7,0.71,3
Will Dissly,30762,TE,1,SEA,2,2,5,7,0.71,3
Mike Gesicki,47153,TE,1,MIA,3,1,15,21,0.71,3
Evan Engram,11778,TE,1,NYG,5,3,22,32,0.69,3
K.J. Hamler,61590,WR,1,DEN,5,3,30,44,0.68,3
Dion Lewis,6301,HB,1,NYG,2,1,10,15,0.67,3
Tyler Ervin,10753,HB,1,GB,2,2,8,12,0.67,3
Isaiah McKenzie,11927,WR,1,BUF,2,1,6,9,0.67,3
Kyle Rudolph,6195,TE,1,MIN,3,2,11,17,0.65,3
Dan Arnold,51842,TE,1,ARI,2,1,11,17,0.65,3
Chad Beebe,21528,WR,1,MIN,1,1,7,11,0.64,3
Wayne Gallman,11895,HB,1,NYG,2,2,7,11,0.64,3
Darrell Henderson,41193,HB,1,LA,2,1,6,10,0.6,3
Melvin Gordon III,9448,HB,1,DEN,6,4,12,20,0.6,3
Kyle Juszczyk,7912,FB,1,SF,1,1,7,12,0.58,3
DeSean Jackson,4363,WR,1,PHI,4,2,11,19,0.58,3
Freddie Swain,26448,WR,1,SEA,1,1,13,23,0.57,3
Joe Mixon,11803,HB,1,CIN,2,2,16,28,0.57,3
Jake Butt,11900,TE,1,DEN,1,1,5,9,0.56,3
C.J. Board,12088,WR,1,NYG,2,1,9,16,0.56,3
Darnell Mooney,48236,WR,1,CHI,4,2,19,35,0.54,3
Ezekiel Elliott,10638,HB,1,DAL,9,6,24,46,0.52,3
Derrick Henry,10679,HB,1,TEN,3,2,11,21,0.52,3
Frank Gore,2282,HB,1,NYJ,1,1,5,10,0.5,3
Jalen Guyton,34164,WR,1,LAC,3,2,23,46,0.5,3
Chris Carson,12004,HB,1,SEA,3,3,12,25,0.48,3
K.J. Hill,28025,WR,1,LAC,4,1,15,31,0.48,3
Leonard Fournette,11759,HB,1,TB,2,2,7,15,0.47,3
Jalen Richard,11395,HB,1,LV,3,3,8,17,0.47,3
David Montgomery,45719,HB,1,CHI,3,2,9,19,0.47,3
Keith Smith,9302,FB,1,ATL,1,1,3,7,0.43,3
Marquise Brown,61568,WR,1,BAL,6,2,13,31,0.42,3
Noah Brown,11993,WR,1,DAL,3,1,9,22,0.41,3
Tyler Eifert,7802,TE,1,JAX,2,2,11,28,0.39,3
John Hightower,84142,WR,1,PHI,3,2,19,50,0.38,3
Ian Thomas,42130,TE,1,CAR,2,1,9,25,0.36,3
Dede Westbrook,11865,WR,1,JAX,1,1,4,11,0.36,3
Cethan Carter,47149,TE,1,CIN,1,1,1,3,0.33,3
Preston Williams,38855,WR,1,MIA,2,2,7,21,0.33,3
Kenyan Drake,10707,HB,1,ARI,1,1,6,19,0.32,3
Deonte Harris,91470,WR,1,NO,3,2,5,16,0.31,3
Jamaal Williams,11889,HB,1,GB,1,1,3,10,0.3,3
Jonathan Taylor,57488,HB,1,IND,1,1,3,10,0.3,3
Miles Sanders,40555,HB,1,PHI,8,4,12,41,0.29,3
Darren Waller,9637,TE,1,LV,4,2,9,33,0.27,3
Miles Boykin,48209,WR,1,BAL,2,1,8,31,0.26,3
Taysom Hill,12112,QB,1,NO,1,1,1,4,0.25,3
Harrison Bryant,26394,TE,1,CLE,2,1,3,12,0.25,3
Jacob Hollister,12051,TE,1,SEA,2,1,1,5,0.2,3
Collin Johnson,47808,WR,1,JAX,2,1,3,18,0.17,3
Nick Chubb,45783,HB,1,CLE,1,1,2,12,0.17,3
Marquez Valdes-Scantling,47809,WR,1,GB,4,1,5,31,0.16,3
Todd Gurley II,9443,HB,1,ATL,1,1,2,13,0.15,3
Darrel Williams,13014,HB,1,KC,2,2,1,8,0.13,3
Willie Snead IV,8999,WR,1,BAL,2,2,4,30,0.13,3
David Moore,11981,WR,1,SEA,1,1,2,17,0.12,3
Mike Evans,8642,WR,1,TB,4,2,2,40,0.05,3
Hayden Hurst,47294,TE,1,ATL,2,1,1,26,0.04,3
Drew Sample,47259,TE,1,CIN,1,1,1,33,0.03,3
KhaDarel Hodge,26104,WR,1,CLE,1,0,0,13,0,3
Noah Togiai,47282,TE,1,IND,1,0,0,3,0,3
Ryan Izzo,47327,TE,1,NE,1,0,0,11,0,3
Van Jefferson,47447,WR,1,LA,1,0,0,5,0,3
John Brown,8726,WR,1,BUF,2,0,0,13,0,3
Ito Smith,45932,HB,1,ATL,1,0,0,6,0,3
Darren Fells,8549,TE,1,HOU,2,0,0,9,0,3
Nick Westbrook,47861,WR,1,TEN,2,0,0,6,0,3
Travis Homer,45859,HB,1,SEA,1,0,0,11,0,3
Ryan Griffin,7982,TE,1,NYJ,2,0,0,5,0,3
Larry Fitzgerald,1724,WR,1,ARI,3,1,0,33,0,3
Chris Hogan,6468,WR,1,NYJ,3,0,0,29,0,3
Virgil Green,6356,TE,1,LAC,1,0,0,2,0,3
Javon Wims,41406,WR,1,CHI,1,0,0,12,0,3
Blake Bell,9550,TE,1,DAL,1,0,0,8,0,3
Malcolm Brown,9902,HB,1,LA,1,0,0,17,0,3
Antonio Gandy-Golden,39993,WR,1,WAS,2,0,0,8,0,3
Mark Ingram II,6180,HB,1,BAL,1,0,0,7,0,3
Boston Scott,39462,HB,1,PHI,1,0,0,7,0,3
Diontae Johnson,33441,WR,1,PIT,2,0,0,10,0,3
J.J. Taylor,25512,HB,1,NE,1,0,0,1,0,3
Darrius Shepherd,29347,WR,1,GB,1,0,0,15,0,3
Demarcus Robinson,10760,WR,1,KC,1,0,0,29,0,3
Nick Keizer,66940,TE,1,KC,1,0,0,2,0,3
Peyton Barber,10927,HB,1,WAS,1,0,0,2,0,3
Darwin Thompson,83791,HB,1,KC,1,0,0,4,0,3
Ashton Dulin,91479,WR,1,IND,1,0,0,2,0,3
La'Mical Perine,26408,HB,1,NYJ,2,2,-1,12,-0.08,3
Tony Pollard,27126,HB,1,DAL,1,1,-5,3,-1.67,3
Donald Parham,91014,CB,1,LAC,1,1,19,1,19,4
Tyron Johnson,34427,WR,1,LAC,1,1,53,5,10.6,4
David Moore,11981,WR,1,SEA,4,3,95,13,7.31,4
Alec Ingold,34934,FB,1,LV,2,2,29,4,7.25,4
Antonio Gibson,78050,HB,1,WAS,5,4,82,14,5.86,4
Jamaal Williams,11889,HB,1,GB,8,8,95,17,5.59,4
Jordan Wilkins,26618,HB,1,IND,1,1,16,3,5.33,4
Gabe Nabers,40117,FB,1,LAC,1,1,5,1,5,4
Adam Thielen,8288,WR,1,MIN,10,8,114,23,4.96,4
Justin Jefferson,61398,WR,1,MIN,5,4,103,22,4.68,4
Tim Patrick,12087,WR,1,DEN,7,6,113,25,4.52,4
Jeff Wilson Jr.,29413,HB,1,SF,1,1,13,3,4.33,4
Cam Sims,47908,WR,1,WAS,2,2,17,4,4.25,4
Marquise Brown,61568,WR,1,BAL,8,4,86,21,4.1,4
George Kittle,11901,TE,1,SF,16,15,183,45,4.07,4
Marquez Callaway,42295,WR,1,NO,1,1,16,4,4,4
Robert Tonyan,12193,TE,1,GB,6,6,98,25,3.92,4
Laviska Shenault Jr.,61220,WR,1,JAX,6,5,86,22,3.91,4
Emmanuel Sanders,5606,WR,1,NO,9,6,93,24,3.88,4
Jordan Akins,47050,TE,1,HOU,3,3,46,12,3.83,4
Stefon Diggs,9579,WR,1,BUF,7,6,115,33,3.48,4
Christian Blake,47900,WR,1,ATL,5,3,47,14,3.36,4
Will Fuller V,10655,WR,1,HOU,7,6,108,33,3.27,4
Matt Breida,12271,HB,1,MIA,3,3,39,12,3.25,4
Robby Anderson,11254,WR,1,CAR,11,8,99,31,3.19,4
O.J. Howard,11774,TE,1,TB,5,3,50,16,3.13,4
Mike Evans,8642,WR,1,TB,8,7,122,39,3.13,4
D.K. Metcalf,47864,WR,1,SEA,6,4,106,34,3.12,4
Jesse James,9593,TE,1,DET,2,1,31,10,3.1,4
