Position,Player,Points,Salary,Team,Opp,Minutes,Stats,Date,Started,Home.Away,TeamScore,OppScore,Win.Loss
C,Johnny O'Bryant,2.6,3500,mil,tor,10,  0pt 3rb 1to 0-4fg 0-0ft,2015-02-02,No,Away,82,75,Win
C,Pero Antic,1,3500,atl,nor,6,  0pt 1bl 1to 0-1fg 0-0ft,2015-02-02,No,Away,100,115,Loss
C,Jeff Withey,0,3500,nor,atl,1,  0pt 0-0fg 0-0ft,2015-02-02,No,Home,115,100,Win
C,Jerome Jordan,0,3700,bkn,lac,2,  0pt 0-0fg 0-0ft,2015-02-02,No,Home,102,100,Win
C,Dewayne Dedmon,0,3500,orl,okc,0,  0pt 0-0fg 0-0ft,2015-02-02,No,Away,97,104,Loss
PG,D.J. Augustin,51.3,7000,det,mia,35,  25pt 4rb 13as 1st 2trey 8-14fg 7-7ft,2015-02-03,Yes,Home,108,91,Win
PG,Stephen Curry,46.5,10000,gsw,sac,29,  23pt 5rb 9as 3st 2to 2trey 6-15fg 9-10ft,2015-02-03,Yes,Away,121,96,Win
PG,Michael Carter-Williams,44.6,8500,phi,den,34,  15pt 8rb 12as 2st 1bl 4to 1trey 4-12fg 6-10ft,2015-02-03,Yes,Home,105,98,Win
PG,Damian Lillard,41.8,8700,por,uta,37,  25pt 4rb 6as 2st 1to 10-17fg 5-7ft,2015-02-03,Yes,Home,103,102,Win
PG,Ty Lawson,36.2,8400,den,phi,34,  5pt 6rb 14as 2st 1to 1-4fg 3-4ft,2015-02-03,Yes,Away,98,105,Loss
SG,Avery Bradley,34.2,4900,bos,nyk,33,  26pt 1rb 4as 1st 1to 3trey 11-14fg 1-1ft,2015-02-03,Yes,Away,108,97,Win
PG,Darren Collison,31.9,6700,sac,gsw,37,  18pt 2rb 7as 1st 1to 1trey 8-15fg 1-1ft,2015-02-03,Yes,Home,96,121,Loss
SG,Wes Matthews,30.6,5800,por,uta,35,  21pt 3rb 2as 3st 3to 3trey 6-10fg 6-7ft,2015-02-03,Yes,Home,103,102,Win
SG,Kentavious Caldwell-Pope,30.3,4800,det,mia,29,  18pt 4rb 1as 3st 1trey 8-19fg 1-3ft,2015-02-03,Yes,Home,108,91,Win
SG,Leandro Barbosa,29.1,3500,gsw,sac,22,  12pt 3rb 5as 3st 2trey 4-9fg 2-2ft,2015-02-03,No,Away,121,96,Win
SG,Ben McLemore,28.4,4200,sac,gsw,40,  18pt 2rb 2as 3st 1to 4trey 6-9fg 2-2ft,2015-02-03,Yes,Home,96,121,Loss
PG,Trey Burke,28.4,5600,uta,por,34,  18pt 2rb 6as 1st 3to 1trey 7-17fg 3-3ft,2015-02-03,No,Away,102,103,Loss
PG,Jameer Nelson,25.6,3900,den,phi,20,  10pt 3rb 4as 4st 2to 2trey 4-10fg 0-0ft,2015-02-03,No,Away,98,105,Loss
PG,Marcus Smart,23.3,4600,bos,nyk,37,  13pt 4rb 3as 2st 3to 2trey 3-9fg 5-6ft,2015-02-03,Yes,Away,108,97,Win
SG,Tim Hardaway Jr.,19.4,5000,nyk,bos,23,  14pt 2rb 2as 2trey 5-11fg 2-2ft,2015-02-03,No,Home,97,108,Loss
PG,Langston Galloway,18.5,5300,nyk,bos,30,  4pt 5rb 5as 1bl 1to 2-8fg 0-0ft,2015-02-03,Yes,Home,97,108,Loss
PG,Jose Calderon,18.4,4800,nyk,bos,31,  17pt 2rb 2as 4to 3trey 7-12fg 0-0ft,2015-02-03,Yes,Home,97,108,Loss
SG,Evan Turner,17.1,5400,bos,nyk,33,  5pt 8rb 5as 5to 1-5fg 3-4ft,2015-02-03,Yes,Away,108,97,Win
SG,Klay Thompson,16.7,8200,gsw,sac,24,  14pt 1rb 1as 1st 2to 2trey 6-12fg 0-0ft,2015-02-03,Yes,Away,121,96,Win
SG,Jodie Meeks,16.6,4000,det,mia,19,  10pt 3rb 2as 1st 2to 3-11fg 4-4ft,2015-02-03,No,Home,108,91,Win
PG,Shane Larkin,16.4,3500,nyk,bos,16,  8pt 2rb 2as 2st 1to 1trey 3-4fg 1-2ft,2015-02-03,No,Home,97,108,Loss
SG,Arron Afflalo,15.9,5500,den,phi,29,  14pt 2rb 1as 1st 4to 2trey 5-15fg 2-2ft,2015-02-03,Yes,Away,98,105,Loss
SG,Danny Granger,14.8,3500,mia,det,16,  10pt 4rb 2trey 3-6fg 2-2ft,2015-02-03,No,Away,91,108,Loss
PG,Larry Drew II,14.7,3500,phi,den,14,  7pt 1rb 5as 1to 1trey 3-6fg 0-0ft,2015-02-03,No,Home,105,98,Win
PG,Norris Cole,14,3500,mia,det,33,  2pt 8as 1-5fg 0-0ft,2015-02-03,No,Away,91,108,Loss
PG,Shaun Livingston,13.7,3500,gsw,sac,19,  5pt 1rb 5as 2-5fg 1-1ft,2015-02-03,No,Away,121,96,Win
SG,Gary Harris,11.7,3500,den,phi,18,  7pt 1rb 1as 1st 1trey 2-4fg 2-2ft,2015-02-03,No,Away,98,105,Loss
PG,Steve Blake,11.2,3500,por,uta,22,  7pt 1rb 2as 1st 2to 2trey 2-4fg 1-2ft,2015-02-03,No,Home,103,102,Win
PG,Mario Chalmers,10.9,5100,mia,det,28,  1pt 2rb 5as 0-2fg 1-2ft,2015-02-03,Yes,Away,91,108,Loss
SG,Marcus Thornton,9.7,3800,bos,nyk,15,  3pt 1rb 1as 2st 1-3fg 1-1ft,2015-02-03,No,Away,108,97,Win
PG,Tyler Johnson,8.6,4300,mia,det,20,  5pt 3rb 2-4fg 1-2ft,2015-02-03,No,Away,91,108,Loss
PG,Shabazz Napier,8.4,3500,mia,det,15,  0pt 2rb 4as 0-0fg 0-0ft,2015-02-03,Yes,Away,91,108,Loss
PG,Dante Exum,8.1,3500,uta,por,20,  0pt 3rb 1as 2st 1to 0-3fg 0-0ft,2015-02-03,Yes,Away,102,103,Loss
SG,Elijah Millsap,7.4,3500,uta,por,18,  3pt 2rb 1st 1trey 1-5fg 0-0ft,2015-02-03,No,Away,102,103,Loss
SG,C.J. McCollum,5.4,3500,por,uta,9,  3pt 2rb 1trey 1-4fg 0-0ft,2015-02-03,No,Home,103,102,Win
SG,Spencer Dinwiddie,3,3500,det,mia,7,  0pt 2as 0-0fg 0-0ft,2015-02-03,No,Home,108,91,Win
PG,Ramon Sessions,2.5,3500,sac,gsw,5,  1pt 1as 0-2fg 1-2ft,2015-02-03,No,Home,96,121,Loss
SG,Allen Crabbe,1.2,3500,por,uta,6,  0pt 1rb 0-1fg 0-0ft,2015-02-03,No,Home,103,102,Win
SG,Nik Stauskas,0,3500,sac,gsw,3,  0pt 0-0fg 0-0ft,2015-02-03,No,Home,96,121,Loss
PG,Ray McCallum,-1,3500,sac,gsw,7,  0pt 1to 0-2fg 0-0ft,2015-02-03,No,Home,96,121,Loss
SG,Randy Foye,-1,3500,den,phi,6,  0pt 1to 0-2fg 0-0ft,2015-02-03,No,Away,98,105,Loss
SF,Gordon Hayward,43.5,8100,uta,por,36,  27pt 5rb 5as 1st 1bl 1to 3trey 10-16fg 4-7ft,2015-02-03,Yes,Away,102,103,Loss
PF,Jared Sullinger,40.8,6200,bos,nyk,36,  22pt 9rb 6as 1to 11-19fg 0-0ft,2015-02-03,Yes,Away,108,97,Win
PF,Chris Bosh,40.6,7800,mia,det,34,  34pt 3rb 2as 1st 2to 3trey 14-23fg 3-4ft,2015-02-03,Yes,Away,91,108,Loss
PF,LaMarcus Aldridge,37.2,9900,por,uta,37,  22pt 11rb 1st 1bl 2to 8-16fg 6-9ft,2015-02-03,Yes,Home,103,102,Win
SF,Carmelo Anthony,36.7,9500,nyk,bos,33,  21pt 6rb 3as 2st 1trey 9-23fg 2-2ft,2015-02-03,Yes,Home,97,108,Loss
SF,Hollis Thompson,36.1,3600,phi,den,31,  23pt 3rb 3as 1st 2bl 1to 4trey 8-12fg 3-3ft,2015-02-03,No,Home,105,98,Win
PF,Derrick Favors,33.3,7500,uta,por,34,  20pt 4rb 3as 1st 1bl 8-18fg 4-7ft,2015-02-03,Yes,Away,102,103,Loss
SF,Nicolas Batum,32.6,5400,por,uta,35,  10pt 8rb 6as 1st 2bl 2to 1trey 2-7fg 5-6ft,2015-02-03,Yes,Home,103,102,Win
SF,Robert Covington,32.6,5700,phi,den,29,  17pt 8rb 2as 2st 1bl 3to 2trey 4-12fg 7-8ft,2015-02-03,Yes,Home,105,98,Win
SF,Wilson Chandler,31.2,5700,den,phi,26,  19pt 6rb 2as 1st 5trey 7-15fg 0-0ft,2015-02-03,Yes,Away,98,105,Loss
PF,Marreese Speights,31.1,4600,gsw,sac,21,  17pt 8rb 3as 8-13fg 1-2ft,2015-02-03,No,Away,121,96,Win
SF,Draymond Green,30.2,7100,gsw,sac,25,  8pt 6rb 4as 4st 1bl 1to 1trey 3-6fg 1-2ft,2015-02-03,Yes,Away,121,96,Win
PF,Jason Smith,27.9,4600,nyk,bos,31,  12pt 7rb 5as 6-8fg 0-0ft,2015-02-03,Yes,Home,97,108,Loss
PF,Greg Monroe,27.8,8500,det,mia,28,  12pt 9rb 2as 1st 1bl 2to 6-11fg 0-0ft,2015-02-03,Yes,Home,108,91,Win
SF,Danilo Gallinari,27.3,3600,den,phi,26,  22pt 4rb 1as 1st 3to 2trey 5-11fg 10-11ft,2015-02-03,No,Away,98,105,Loss
PF,Nerlens Noel,25.1,6100,phi,den,27,  10pt 8rb 1as 1st 2bl 2to 3-6fg 4-5ft,2015-02-03,Yes,Home,105,98,Win
SF,Rudy Gay,22.6,8000,sac,gsw,37,  20pt 3rb 2as 4to 2trey 7-15fg 4-5ft,2015-02-03,Yes,Home,96,121,Loss
PF,David Lee,22.5,5800,gsw,sac,23,  8pt 5rb 1as 2st 2bl 1to 3-7fg 2-2ft,2015-02-03,No,Away,121,96,Win
SF,Andre Iguodala,21.3,4100,gsw,sac,24,  17pt 4rb 1as 2to 2trey 6-8fg 3-4ft,2015-02-03,No,Away,121,96,Win
SF,Kyle Singler,20.2,3700,det,mia,30,  13pt 1rb 4as 3trey 5-8fg 0-0ft,2015-02-03,Yes,Home,108,91,Win
SF,Luol Deng,18.5,6000,mia,det,30,  10pt 5rb 3as 2to 3-9fg 4-5ft,2015-02-03,Yes,Away,91,108,Loss
SF,Jae Crowder,17.3,3500,bos,nyk,29,  13pt 4rb 1as 2to 1trey 5-8fg 2-3ft,2015-02-03,No,Away,108,97,Win
SF,Luc Mbah a Moute,17,4700,phi,den,32,  4pt 10rb 1st 1to 2-5fg 0-2ft,2015-02-03,Yes,Home,105,98,Win
SF,Lance Thomas,16.4,3600,nyk,bos,25,  11pt 2rb 2as 1st 2to 4-7fg 3-4ft,2015-02-03,No,Home,97,108,Loss
PF,JaKarr Sampson,16,3500,phi,den,18,  11pt 3st 1to 2trey 3-4fg 3-4ft,2015-02-03,Yes,Home,105,98,Win
PF,Brandon Bass,15.8,5300,bos,nyk,30,  12pt 4rb 1to 5-9fg 2-2ft,2015-02-03,Yes,Away,108,97,Win
SF,Caron Butler,15.3,3500,det,mia,18,  7pt 4rb 1as 1st 1trey 3-4fg 0-0ft,2015-02-03,No,Home,108,91,Win
SF,Harrison Barnes,15.2,4500,gsw,sac,24,  9pt 6rb 1to 1trey 4-8fg 0-0ft,2015-02-03,Yes,Away,121,96,Win
SF,K.J. McDaniels,15.1,4400,phi,den,18,  11pt 3rb 1as 1bl 3to 1trey 4-8fg 2-2ft,2015-02-03,No,Home,105,98,Win
PF,Louis Amundson,14.7,4300,nyk,bos,36,  6pt 6rb 1as 1st 1bl 4to 3-6fg 0-0ft,2015-02-03,Yes,Home,97,108,Loss
PF,Jason Thompson,14.6,3900,sac,gsw,19,  8pt 8rb 3to 2-6fg 4-4ft,2015-02-03,No,Home,96,121,Loss
PF,Jerami Grant,13.8,3600,phi,den,19,  6pt 4rb 2bl 1to 0-3fg 6-6ft,2015-02-03,No,Home,105,98,Win
SF,James Young,12.6,3500,bos,nyk,17,  5pt 3rb 2as 1st 1to 2-7fg 1-2ft,2015-02-03,No,Away,108,97,Win
PF,J.J. Hickson,12,4400,den,phi,20,  5pt 5rb 1bl 1to 2-4fg 1-2ft,2015-02-03,No,Away,98,105,Loss
SF,Joe Ingles,11.6,4400,uta,por,36,  5pt 3rb 2as 1st 2to 1trey 1-5fg 2-2ft,2015-02-03,Yes,Away,102,103,Loss
SF,Alonzo Gee,9.2,3500,den,phi,17,  3pt 1rb 2as 1st 1-2fg 1-4ft,2015-02-03,No,Away,98,105,Loss
SF,Quincy Acy,8.4,3600,nyk,bos,13,  4pt 2rb 1st 2-4fg 0-1ft,2015-02-03,No,Home,97,108,Loss
PF,Darrell Arthur,8.2,3500,den,phi,11,  6pt 1rb 1bl 1to 3-7fg 0-0ft,2015-02-03,No,Away,98,105,Loss
PF,Kenneth Faried,7,6400,den,phi,19,  0pt 5rb 1st 1to 0-6fg 0-0ft,2015-02-03,Yes,Away,98,105,Loss
PF,Trevor Booker,5,3800,uta,por,7,  6pt 1to 3-4fg 0-0ft,2015-02-03,No,Away,102,103,Loss
PF,Derrick Williams,4.6,3500,sac,gsw,21,  2pt 3rb 1to 1-3fg 0-0ft,2015-02-03,Yes,Home,96,121,Loss
PF,Anthony Tolliver,3.4,4000,det,mia,21,  3pt 2rb 2to 1trey 1-4fg 0-0ft,2015-02-03,No,Home,108,91,Win
SF,Quincy Miller,2.7,3500,sac,gsw,6,  0pt 1rb 1as 0-1fg 0-0ft,2015-02-03,No,Home,96,121,Loss
SF,Omri Casspi,2.6,3500,sac,gsw,15,  2pt 3rb 3to 1-3fg 0-1ft,2015-02-03,No,Home,96,121,Loss
PF,Udonis Haslem,2.5,3500,mia,det,6,  1pt 1as 0-3fg 1-2ft,2015-02-03,No,Away,91,108,Loss
PF,Carl Landry,0.2,3800,sac,gsw,3,  0pt 1rb 1to 0-1fg 0-0ft,2015-02-03,No,Home,96,121,Loss
SF,Cleanthony Early,0.2,3500,nyk,bos,3,  0pt 1rb 1to 0-0fg 0-0ft,2015-02-03,No,Home,97,108,Loss
PF,Jonas Jerebko,0,3600,det,mia,5,  0pt 0-1fg 0-0ft,2015-02-03,No,Home,108,91,Win
SF,Justin Holiday,0,3500,gsw,sac,2,  0pt 0-3fg 0-0ft,2015-02-03,No,Away,121,96,Win
SF,James Ennis,-2,3500,mia,det,10,  0pt 2to 0-1fg 0-0ft,2015-02-03,No,Away,91,108,Loss
C,DeMarcus Cousins,56.2,10900,sac,gsw,42,  26pt 11rb 4as 3st 4bl 3to 10-21fg 6-7ft,2015-02-03,Yes,Home,96,121,Loss
C,Andre Drummond,36.3,8300,det,mia,34,  14pt 14rb 1as 2bl 6-11fg 2-2ft,2015-02-03,Yes,Home,108,91,Win
C,Hassan Whiteside,32,7000,mia,det,24,  11pt 10rb 5bl 1to 5-12fg 1-2ft,2015-02-03,Yes,Away,91,108,Loss
C,Rudy Gobert,31.5,6100,uta,por,33,  7pt 15rb 1as 1st 2bl 1to 3-5fg 1-2ft,2015-02-03,No,Away,102,103,Loss
C,Enes Kanter,23.4,5900,uta,por,23,  16pt 7rb 1to 6-12fg 4-5ft,2015-02-03,Yes,Away,102,103,Loss
C,Andrew Bogut,21,5500,gsw,sac,19,  6pt 5rb 4as 2bl 1to 3-3fg 0-1ft,2015-02-03,Yes,Away,121,96,Win
C,Robin Lopez,20.2,5200,por,uta,25,  11pt 6rb 2bl 2to 5-9fg 1-3ft,2015-02-03,Yes,Home,103,102,Win
C,Chris Andersen,19,3800,mia,det,21,  12pt 5rb 1bl 1to 5-7fg 2-4ft,2015-02-03,No,Away,91,108,Loss
C,Jusuf Nurkic,16.1,4800,den,phi,13,  7pt 3rb 1as 1st 1bl 3-5fg 1-3ft,2015-02-03,Yes,Away,98,105,Loss
C,Tyler Zeller,15.5,4900,bos,nyk,11,  9pt 5rb 1as 1to 3-3fg 3-4ft,2015-02-03,No,Away,108,97,Win
C,Chris Kaman,11,4400,por,uta,21,  0pt 5rb 2as 1bl 0-3fg 0-0ft,2015-02-03,No,Home,103,102,Win
C,Joel Anthony,10.6,3500,det,mia,8,  3pt 3rb 2bl 1-1fg 1-2ft,2015-02-03,No,Home,108,91,Win
C,Festus Ezeli,7,3500,gsw,sac,8,  2pt 5rb 1to 1-2fg 0-2ft,2015-02-03,No,Away,121,96,Win
C,Meyers Leonard,6.8,3600,por,uta,12,  4pt 4rb 2to 2-5fg 0-0ft,2015-02-03,No,Home,103,102,Win
C,Justin Hamilton,6.2,3500,mia,det,3,  5pt 1rb 1trey 2-2fg 0-0ft,2015-02-03,No,Away,91,108,Loss
C,Henry Sims,5.8,3800,phi,den,18,  1pt 4rb 2as 3to 0-2fg 1-2ft,2015-02-03,No,Home,105,98,Win
C,Ryan Hollins,1,3500,sac,gsw,3,  1pt 0-1fg 1-2ft,2015-02-03,No,Home,96,121,Loss
PG,Stephen Curry,60.8,10000,gsw,dal,37,  51pt 4rb 4as 1st 3to 10trey 16-26fg 9-11ft,2015-02-04,Yes,Home,128,114,Win
PG,Russell Westbrook,59.2,11000,okc,nor,40,  45pt 6rb 6as 1st 1bl 6to 2trey 18-31fg 7-9ft,2015-02-04,Yes,Away,102,91,Win
PG,John Wall,45.9,9300,was,atl,39,  24pt 7rb 9as 1st 2to 3trey 9-15fg 3-4ft,2015-02-04,Yes,Away,96,105,Loss
PG,Brandon Knight,44.4,7600,mil,lal,36,  24pt 7rb 8as 1st 2to 4trey 7-17fg 6-6ft,2015-02-04,Yes,Home,113,105,Win
SG,James Harden,40.6,10900,hou,chi,36,  27pt 3rb 4as 1st 2bl 2to 3trey 9-20fg 6-6ft,2015-02-04,Yes,Home,101,90,Win
PG,Jeff Teague,40.4,7600,atl,was,31,  26pt 2rb 8as 2st 4to 2trey 9-13fg 6-8ft,2015-02-04,Yes,Home,105,96,Win
SG,Kevin Martin,40.1,6300,min,mia,40,  30pt 3rb 3as 2st 2to 4trey 11-23fg 4-5ft,2015-02-04,Yes,Home,102,101,Win
SG,Jimmy Butler,39.7,8500,chi,hou,41,  27pt 6rb 1as 2st 3trey 9-18fg 6-8ft,2015-02-04,Yes,Away,90,101,Loss
PG,Jarrett Jack,37.8,7500,bkn,tor,36,  24pt 4rb 6as 1st 2to 2trey 9-13fg 4-5ft,2015-02-04,Yes,Away,109,93,Win
PG,Ty Lawson,37.4,8400,den,bos,43,  23pt 2rb 8as 2st 4to 1trey 9-15fg 4-4ft,2015-02-04,Yes,Away,100,104,Loss
SG,Giannis Antetokounmpo,36.7,6200,mil,lal,42,  25pt 6rb 1as 1st 2bl 3to 10-14fg 5-5ft,2015-02-04,Yes,Home,113,105,Win
PG,Elfrid Payton,35.7,5500,orl,sas,40,  14pt 6rb 9as 1st 1to 6-8fg 2-6ft,2015-02-04,Yes,Away,103,110,Loss
SG,Manu Ginobili,34.2,5100,sas,orl,29,  13pt 6rb 10as 1to 3trey 5-9fg 0-2ft,2015-02-04,No,Home,110,103,Win
PG,George Hill,33.6,5100,ind,det,26,  20pt 3rb 6as 1bl 1to 1trey 8-12fg 3-8ft,2015-02-04,Yes,Home,114,109,Win
PG,Kyle Lowry,33.2,8000,tor,bkn,36,  13pt 6rb 10as 1st 4to 1trey 5-13fg 2-4ft,2015-02-04,Yes,Home,93,109,Loss
SG,Tyreke Evans,32.9,8600,nor,okc,36,  11pt 7rb 7as 2st 1to 1trey 5-20fg 0-0ft,2015-02-04,Yes,Home,91,102,Loss
PG,Marcus Smart,32,4600,bos,den,41,  4pt 10rb 8as 3st 2to 2-6fg 0-2ft,2015-02-04,Yes,Home,104,100,Win
SG,O.J. Mayo,31.9,4900,mil,lal,33,  21pt 2rb 3as 2st 1bl 2to 5trey 8-15fg 0-0ft,2015-02-04,No,Home,113,105,Win
SG,Evan Turner,31.6,5400,bos,den,30,  7pt 8rb 8as 2st 1bl 3to 1trey 3-11fg 0-0ft,2015-02-04,Yes,Home,104,100,Win
SG,Bradley Beal,31.4,6100,was,atl,39,  23pt 2rb 2as 2st 1to 8-19fg 7-10ft,2015-02-04,Yes,Away,96,105,Loss
SG,Alan Anderson,30,3500,bkn,tor,33,  22pt 5rb 1st 3trey 7-9fg 5-5ft,2015-02-04,Yes,Away,109,93,Win
PG,Trey Burke,29.6,5600,uta,mem,31,  21pt 3rb 4as 1st 3to 3trey 7-13fg 4-4ft,2015-02-04,No,Home,90,100,Loss
SG,Arron Afflalo,29.1,5500,den,bos,36,  18pt 3rb 3as 2st 1to 3trey 6-17fg 3-4ft,2015-02-04,Yes,Away,100,104,Loss
PG,Derrick Rose,27.8,7100,chi,hou,38,  23pt 4rb 2as 3to 2trey 9-22fg 3-4ft,2015-02-04,Yes,Away,90,101,Loss
PG,Jeremy Lin,26.6,4600,lal,mil,30,  11pt 3rb 6as 1st 1bl 1to 1trey 2-12fg 6-6ft,2015-02-04,No,Away,105,113,Loss
SG,Klay Thompson,26.5,8200,gsw,dal,34,  18pt 5as 2st 3to 4trey 7-17fg 0-0ft,2015-02-04,Yes,Home,128,114,Win
SG,Marcus Thornton,26,3800,bos,den,20,  17pt 5rb 2st 1to 4trey 5-9fg 3-3ft,2015-02-04,No,Home,104,100,Win
SG,Joe Johnson,25.7,6200,bkn,tor,26,  12pt 1rb 7as 1st 1trey 4-8fg 3-4ft,2015-02-04,Yes,Away,109,93,Win
PG,Maurice Williams,25.4,5700,min,mia,25,  10pt 2rb 10as 1st 4to 2trey 4-6fg 0-1ft,2015-02-04,No,Home,102,101,Win
PG,Ricky Rubio,25.1,6600,min,mia,23,  8pt 3rb 9as 2st 4to 1-3fg 6-8ft,2015-02-04,Yes,Home,102,101,Win
PG,Norris Cole,25.1,3500,mia,min,26,  15pt 3rb 3as 2st 2to 2trey 5-11fg 3-6ft,2015-02-04,No,Away,101,102,Loss
SG,DeMar DeRozan,25,7000,tor,bkn,35,  13pt 5rb 6as 3to 5-13fg 3-3ft,2015-02-04,Yes,Home,93,109,Loss
SG,Evan Fournier,24.4,3600,orl,sas,32,  10pt 2rb 6as 2st 1to 2trey 4-9fg 0-0ft,2015-02-04,Yes,Away,103,110,Loss
SG,Wayne Ellington,24.4,5000,lal,mil,38,  19pt 2rb 2as 5trey 7-17fg 0-0ft,2015-02-04,Yes,Away,105,113,Loss
SG,Dion Waiters,24.2,4800,okc,nor,33,  12pt 6rb 2as 2st 1bl 4to 6-14fg 0-2ft,2015-02-04,Yes,Away,102,91,Win
PG,Deron Williams,23.6,5600,bkn,tor,33,  11pt 3rb 6as 4-12fg 3-4ft,2015-02-04,No,Away,109,93,Win
SG,Victor Oladipo,23.2,7000,orl,sas,42,  14pt 6rb 2as 2st 5to 2trey 5-21fg 2-2ft,2015-02-04,Yes,Away,103,110,Loss
SG,Avery Bradley,22.8,4900,bos,den,32,  17pt 4rb 1st 1bl 3to 1trey 7-15fg 2-2ft,2015-02-04,Yes,Home,104,100,Win
SG,Jodie Meeks,22.7,4000,det,ind,30,  13pt 1rb 5as 1st 1to 2trey 5-12fg 1-1ft,2015-02-04,No,Away,109,114,Loss
PG,Mario Chalmers,22.1,5100,mia,min,31,  12pt 3rb 5as 1st 3to 5-11fg 2-2ft,2015-02-04,Yes,Away,101,102,Loss
PG,C.J. Watson,22.1,4400,ind,det,22,  14pt 3rb 3as 4trey 5-8fg 0-0ft,2015-02-04,No,Home,114,109,Win
PG,Mike Conley,21.6,6600,mem,uta,31,  17pt 3rb 2as 2to 3trey 6-11fg 2-2ft,2015-02-04,Yes,Away,100,90,Win
PG,Jose Barea,21.3,3900,dal,gsw,28,  10pt 4rb 5as 1to 2trey 3-10fg 2-2ft,2015-02-04,Yes,Away,114,128,Loss
SG,Eric Gordon,21.1,6200,nor,okc,36,  7pt 3rb 7as 1st 2to 1trey 3-12fg 0-0ft,2015-02-04,Yes,Home,91,102,Loss
SG,Monta Ellis,20.9,7900,dal,gsw,39,  14pt 2rb 3as 1st 2to 7-19fg 0-0ft,2015-02-04,Yes,Away,114,128,Loss
PG,D.J. Augustin,20.4,7000,det,ind,32,  12pt 2rb 6as 3to 1trey 4-14fg 3-3ft,2015-02-04,Yes,Away,109,114,Loss
SG,Anthony Morrow,20.3,3500,okc,nor,34,  14pt 4rb 1as 2trey 6-11fg 0-0ft,2015-02-04,No,Away,102,91,Win
PG,Shabazz Napier,20.1,3500,mia,min,25,  6pt 3rb 7as 1st 2to 2trey 2-8fg 0-0ft,2015-02-04,Yes,Away,101,102,Loss
SG,Kyle Korver,20,5100,atl,was,37,  6pt 5rb 6as 1to 1trey 1-7fg 3-3ft,2015-02-04,Yes,Home,105,96,Win
PG,Devin Harris,19.9,3700,dal,gsw,21,  8pt 2rb 7as 1to 2trey 2-7fg 2-2ft,2015-02-04,No,Away,114,128,Loss
PG,Patrick Beverley,19.5,5000,hou,chi,29,  8pt 5rb 3as 1bl 1to 4-10fg 0-0ft,2015-02-04,Yes,Home,101,90,Win
SG,Danny Green,19.5,5900,sas,orl,26,  6pt 5rb 3as 1st 1bl 1to 2trey 2-9fg 0-0ft,2015-02-04,Yes,Home,110,103,Win
PG,John Lucas,19,3500,det,ind,16,  10pt 6as 2trey 4-6fg 0-0ft,2015-02-04,No,Away,109,114,Loss
PG,Dennis Schroder,18.6,5000,atl,was,18,  10pt 3rb 4as 1to 4-8fg 2-3ft,2015-02-04,No,Home,105,96,Win
PG,Nick Calathes,17.7,3600,mem,uta,21,  6pt 1rb 7as 1st 2to 3-4fg 0-1ft,2015-02-04,No,Away,100,90,Win
SG,Nick Young,17.6,4400,lal,mil,34,  16pt 3rb 2to 2trey 5-12fg 4-7ft,2015-02-04,No,Away,105,113,Loss
PG,Tony Parker,17.5,5500,sas,orl,30,  15pt 3as 2to 3trey 6-15fg 0-0ft,2015-02-04,Yes,Home,110,103,Win
SG,Rodney Stuckey,16.7,4800,ind,det,22,  8pt 1rb 5as 4-6fg 0-0ft,2015-02-04,Yes,Home,114,109,Win
PG,Patty Mills,15.7,3500,sas,orl,18,  9pt 1rb 3as 1st 1to 3trey 3-8fg 0-0ft,2015-02-04,No,Home,110,103,Win
SG,Leandro Barbosa,15.6,3500,gsw,dal,14,  14pt 3rb 2to 3trey 5-8fg 1-4ft,2015-02-04,No,Home,128,114,Win
PG,Beno Udrih,15.2,3900,mem,uta,18,  7pt 1rb 2as 2st 1trey 3-5fg 0-0ft,2015-02-04,No,Away,100,90,Win
PG,Kirk Hinrich,13.8,3500,chi,hou,31,  3pt 4rb 4as 1bl 2to 1trey 1-6fg 0-0ft,2015-02-04,Yes,Away,90,101,Loss
PG,Reggie Jackson,13.2,4600,okc,nor,23,  4pt 6rb 2as 1to 2-7fg 0-0ft,2015-02-04,No,Away,102,91,Win
SG,Elijah Millsap,12.8,3500,uta,mem,17,  7pt 4rb 1st 1to 2-5fg 3-5ft,2015-02-04,No,Home,90,100,Loss
SG,Marco Belinelli,12.7,4200,sas,orl,17,  11pt 1rb 1as 1to 3trey 4-6fg 0-0ft,2015-02-04,No,Home,110,103,Win
PG,Dante Exum,12.1,3500,uta,mem,25,  0pt 3rb 5as 1st 1to 0-5fg 0-0ft,2015-02-04,Yes,Home,90,100,Loss
SG,Courtney Lee,11.5,4100,mem,uta,29,  2pt 5rb 1as 1st 1-4fg 0-0ft,2015-02-04,Yes,Away,100,90,Win
PG,Cory Joseph,10.9,3700,sas,orl,16,  4pt 2rb 3as 2-5fg 0-0ft,2015-02-04,No,Home,110,103,Win
PG,Jimmer Fredette,10.9,3600,nor,okc,13,  4pt 2rb 3as 2-6fg 0-0ft,2015-02-04,No,Home,91,102,Loss
PG,Jerryd Bayless,10.6,4400,mil,lal,22,  4pt 3rb 2as 1-5fg 2-2ft,2015-02-04,No,Home,113,105,Win
PG,Garrett Temple,10.4,3500,was,atl,18,  6pt 2rb 1st 2-6fg 2-2ft,2015-02-04,No,Away,96,105,Loss
