Position,Player,Points,Salary,Team,Opp,Minutes,Stats,Date,Started,Home.Away,TeamScore,OppScore,Win.Loss
PF,Louis Amundson,28.6,4100,nyk,lal,36,  6pt 13rb 2as 2bl 2-7fg 2-6ft,2015-02-01,Yes,Home,92,80,Win
PF,Brandon Bass,27.7,5000,bos,mia,38,  15pt 6rb 1as 2bl 7-14fg 1-2ft,2015-02-01,Yes,Home,75,83,Loss
PF,Chris Bosh,27.4,8100,mia,bos,35,  18pt 7rb 2as 1bl 4to 1trey 6-19fg 5-7ft,2015-02-01,Yes,Away,83,75,Win
PF,Ed Davis,22,4900,lal,nyk,22,  9pt 5rb 4as 1bl 1to 4-6fg 1-2ft,2015-02-01,No,Away,80,92,Loss
SF,Quincy Acy,20.6,3500,nyk,lal,21,  7pt 8rb 2st 1trey 3-9fg 0-0ft,2015-02-01,No,Home,92,80,Win
PF,Jason Smith,17.6,4700,nyk,lal,34,  9pt 3rb 4as 1to 1trey 4-9fg 0-0ft,2015-02-01,Yes,Home,92,80,Win
SF,Wesley Johnson,15.5,4100,lal,nyk,29,  11pt 5rb 1as 3to 2trey 4-12fg 1-1ft,2015-02-01,No,Away,80,92,Loss
SF,Jae Crowder,12.3,3500,bos,mia,29,  3pt 4rb 3as 1st 2to 1trey 1-2fg 0-0ft,2015-02-01,Yes,Home,75,83,Loss
SF,James Ennis,10.6,3500,mia,bos,24,  8pt 3rb 1st 3to 3-6fg 2-2ft,2015-02-01,No,Away,83,75,Win
PF,Jared Sullinger,9.1,6700,bos,mia,19,  7pt 3rb 1as 3to 3-11fg 1-2ft,2015-02-01,No,Home,75,83,Loss
PF,Tarik Black,8.3,3500,lal,nyk,18,  2pt 4rb 1as 1-2fg 0-0ft,2015-02-01,No,Away,80,92,Loss
SF,James Young,6.6,3500,bos,mia,9,  3pt 3rb 1-2fg 1-2ft,2015-02-01,No,Home,75,83,Loss
PF,Ryan Kelly,5.2,3500,lal,nyk,22,  5pt 1rb 1to 1trey 2-4fg 0-0ft,2015-02-01,Yes,Away,80,92,Loss
SF,Lance Thomas,3.2,3900,nyk,lal,16,  2pt 1rb 1st 2to 1-3fg 0-0ft,2015-02-01,No,Home,92,80,Win
PF,Udonis Haslem,2,3500,mia,bos,4,  0pt 1bl 0-0fg 0-0ft,2015-02-01,No,Away,83,75,Win
SF,Gerald Wallace,0.2,3500,bos,mia,7,  0pt 1rb 1to 0-1fg 0-0ft,2015-02-01,No,Home,75,83,Loss
SF,Shawne Williams,-1,3500,mia,bos,9,  0pt 1to 0-1fg 0-0ft,2015-02-01,No,Away,83,75,Win
C,Hassan Whiteside,36.8,6200,mia,bos,30,  20pt 9rb 3bl 10-17fg 0-0ft,2015-02-01,Yes,Away,83,75,Win
C,Tyler Zeller,28.2,4500,bos,mia,32,  17pt 6rb 4as 2to 6-13fg 5-8ft,2015-02-01,Yes,Home,75,83,Loss
C,Robert Sacre,17.6,4000,lal,nyk,22,  2pt 8rb 1st 2bl 0-6fg 2-2ft,2015-02-01,Yes,Away,80,92,Loss
C,Chris Andersen,14.5,4000,mia,bos,18,  5pt 5rb 1as 1bl 1trey 2-2fg 0-0ft,2015-02-01,No,Away,83,75,Win
C,Jordan Hill,6,6100,lal,nyk,7,  2pt 5rb 2to 1-3fg 0-0ft,2015-02-01,Yes,Away,80,92,Loss
PG,Russell Westbrook,67.2,10900,okc,orl,38,  25pt 11rb 14as 4st 1bl 2to 1trey 8-15fg 8-8ft,2015-02-02,Yes,Home,104,97,Win
SG,Eric Bledsoe,50.4,8600,pho,mem,38,  21pt 7rb 8as 4st 2bl 3to 1trey 9-16fg 2-4ft,2015-02-02,Yes,Home,101,102,Loss
PG,Chris Paul,44.6,9700,lac,bkn,38,  20pt 8rb 8as 3st 3to 2trey 8-18fg 2-4ft,2015-02-02,Yes,Away,100,102,Loss
SG,Tyreke Evans,43,8200,nor,atl,32,  15pt 5rb 12as 2st 1trey 7-14fg 0-0ft,2015-02-02,Yes,Home,115,100,Win
SG,Joe Johnson,38,6000,bkn,lac,39,  22pt 5rb 6as 1st 1to 4trey 8-13fg 2-4ft,2015-02-02,Yes,Home,102,100,Win
SG,Victor Oladipo,35.4,6900,orl,okc,34,  22pt 7rb 4as 1st 3to 2trey 7-14fg 6-6ft,2015-02-02,Yes,Away,97,104,Loss
SG,Eric Gordon,35.1,5700,nor,atl,28,  20pt 3rb 7as 1bl 1to 4trey 7-11fg 2-2ft,2015-02-02,Yes,Home,115,100,Win
SG,Giannis Antetokounmpo,34.9,5900,mil,tor,35,  12pt 12rb 3as 2bl 4-9fg 4-8ft,2015-02-02,Yes,Away,82,75,Win
PG,Jeff Teague,34.9,7900,atl,nor,29,  21pt 2rb 7as 1st 1to 1trey 8-17fg 4-5ft,2015-02-02,Yes,Away,100,115,Loss
PG,Kyrie Irving,32.5,9500,cle,phi,39,  24pt 5rb 5as 5to 3trey 9-16fg 3-4ft,2015-02-02,Yes,Home,97,84,Win
SG,Bradley Beal,31.7,5800,was,cha,39,  18pt 11rb 1as 1to 2trey 7-16fg 2-2ft,2015-02-02,Yes,Home,88,92,Loss
SG,Dion Waiters,30.3,4700,okc,orl,41,  24pt 4rb 1as 1st 2to 2trey 9-15fg 4-6ft,2015-02-02,Yes,Home,104,97,Win
PG,John Wall,28.2,9200,was,cha,34,  16pt 1rb 10as 4to 1trey 4-14fg 7-7ft,2015-02-02,Yes,Home,88,92,Loss
SG,Monta Ellis,28.2,7800,dal,min,36,  23pt 1rb 2as 2st 3to 3trey 7-21fg 6-11ft,2015-02-02,Yes,Home,100,94,Win
SG,Jamal Crawford,28,5300,lac,bkn,37,  18pt 5rb 4as 2to 2trey 7-22fg 2-3ft,2015-02-02,No,Away,100,102,Loss
PG,Isaiah Thomas,27.6,5800,pho,mem,24,  24pt 3rb 2as 3to 2trey 8-19fg 6-6ft,2015-02-02,No,Home,101,102,Loss
SG,Kevin Martin,27.3,6500,min,dal,39,  19pt 4rb 1as 2st 2to 1trey 8-17fg 2-2ft,2015-02-02,Yes,Away,94,100,Loss
PG,Maurice Williams,27.1,5700,min,dal,27,  15pt 3rb 5as 1st 1to 2trey 3-7fg 7-7ft,2015-02-02,No,Away,94,100,Loss
PG,Goran Dragic,27,6500,pho,mem,41,  15pt 5rb 4as 2st 4to 1trey 7-14fg 0-1ft,2015-02-02,Yes,Home,101,102,Loss
PG,Jarrett Jack,26.9,7000,bkn,lac,40,  6pt 7rb 7as 2st 2to 3-11fg 0-0ft,2015-02-02,Yes,Home,102,100,Win
PG,Mike Conley,26.7,6900,mem,pho,28,  23pt 1rb 1as 2st 3to 1trey 9-15fg 4-5ft,2015-02-02,Yes,Away,102,101,Win
PG,Jose Barea,25.8,3500,dal,min,29,  10pt 4rb 8as 1to 4-14fg 2-2ft,2015-02-02,Yes,Home,100,94,Win
PG,Jerryd Bayless,24.9,4400,mil,tor,33,  8pt 7rb 9as 5to 4-12fg 0-1ft,2015-02-02,No,Away,82,75,Win
PG,Brian Roberts,22.7,4300,cha,was,34,  18pt 1rb 3as 1to 1trey 6-10fg 5-5ft,2015-02-02,Yes,Away,92,88,Win
SG,DeMar DeRozan,21.4,6800,tor,mil,25,  16pt 2rb 2as 1st 2to 5-16fg 6-8ft,2015-02-02,Yes,Home,75,82,Loss
SG,Willie Green,21.1,3600,orl,okc,27,  13pt 3rb 3as 1st 2to 3trey 4-7fg 2-2ft,2015-02-02,No,Away,97,104,Loss
PG,Jimmer Fredette,19.9,3500,nor,atl,21,  10pt 2rb 3as 1st 2bl 3to 2trey 3-6fg 2-2ft,2015-02-02,No,Home,115,100,Win
PG,Dennis Schroder,19.9,5000,atl,nor,19,  10pt 2rb 5as 4-13fg 2-2ft,2015-02-02,No,Away,100,115,Loss
SG,Tony Allen,19.8,4000,mem,pho,24,  10pt 4rb 2as 2st 2to 5-12fg 0-0ft,2015-02-02,No,Away,102,101,Win
PG,Deron Williams,19.1,5700,bkn,lac,29,  15pt 3rb 3as 4to 3trey 5-8fg 2-2ft,2015-02-02,No,Home,102,100,Win
PG,Devin Harris,17.2,3500,dal,min,24,  7pt 1rb 4as 1st 1bl 1to 1trey 2-6fg 2-2ft,2015-02-02,No,Home,100,94,Win
PG,Ricky Rubio,16.6,6800,min,dal,21,  10pt 3rb 4as 3to 4-9fg 2-2ft,2015-02-02,Yes,Away,94,100,Loss
SG,Iman Shumpert,16.4,4100,cle,phi,22,  11pt 2rb 2st 1to 2trey 4-4fg 1-2ft,2015-02-02,No,Home,97,84,Win
PG,Matthew Dellavedova,16.2,3500,cle,phi,22,  12pt 1rb 2as 1st 2to 3trey 4-7fg 1-2ft,2015-02-02,No,Home,97,84,Win
SG,Kyle Korver,16.1,5100,atl,nor,30,  12pt 3rb 1as 1to 2trey 5-7fg 0-0ft,2015-02-02,Yes,Away,100,115,Loss
SG,Anthony Morrow,15.7,3500,okc,orl,25,  15pt 1rb 1as 2to 3trey 4-6fg 4-4ft,2015-02-02,No,Home,104,97,Win
PG,Michael Carter-Williams,15.3,8500,phi,cle,20,  2pt 4rb 5as 1st 1to 1-9fg 0-0ft,2015-02-02,Yes,Away,84,97,Loss
PG,Greivis Vasquez,14.6,4800,tor,mil,33,  8pt 3rb 2as 1bl 2to 2trey 3-11fg 0-0ft,2015-02-02,Yes,Home,75,82,Loss
SG,J.R. Smith,13.9,5600,cle,phi,26,  12pt 2rb 1as 2to 2trey 5-10fg 0-0ft,2015-02-02,Yes,Home,97,84,Win
SG,Lance Stephenson,13.6,5000,cha,was,23,  8pt 3rb 2as 1st 3to 4-8fg 0-0ft,2015-02-02,No,Away,92,88,Win
PG,Garrett Temple,13.5,3500,was,cha,26,  6pt 1as 3st 3-7fg 0-0ft,2015-02-02,No,Home,88,92,Loss
PG,Larry Drew II,12.7,3800,phi,cle,24,  4pt 1rb 5as 2st 4to 2-7fg 0-0ft,2015-02-02,No,Away,84,97,Loss
SG,Kent Bazemore,12.6,3500,atl,nor,27,  9pt 3rb 4-9fg 1-3ft,2015-02-02,Yes,Away,100,115,Loss
SG,Courtney Lee,11.7,4300,mem,pho,32,  6pt 1rb 1as 1st 1bl 1to 2-4fg 2-2ft,2015-02-02,Yes,Away,102,101,Win
PG,Reggie Jackson,11.3,5000,okc,orl,17,  0pt 4rb 3as 1st 0-4fg 0-0ft,2015-02-02,No,Home,104,97,Win
PG,Jorge Gutierrez,11.3,3500,mil,tor,28,  0pt 4rb 5as 1st 3to 0-5fg 0-0ft,2015-02-02,Yes,Away,82,75,Win
SG,Louis Williams,11.2,5500,tor,mil,29,  12pt 1rb 2to 1trey 1-12fg 9-10ft,2015-02-02,No,Home,75,82,Loss
PG,Kyle Lowry,11.1,8400,tor,mil,29,  2pt 3rb 5as 1st 4to 1-7fg 0-0ft,2015-02-02,Yes,Home,75,82,Loss
SG,Gary Neal,10.5,3500,cha,was,17,  12pt 1as 3to 2trey 5-11fg 0-0ft,2015-02-02,No,Away,92,88,Win
SG,Alan Anderson,10.5,3700,bkn,lac,21,  9pt 1as 2trey 3-8fg 1-1ft,2015-02-02,Yes,Home,102,100,Win
SG,O.J. Mayo,10.2,5000,mil,tor,11,  7pt 1rb 1st 1trey 3-9fg 0-0ft,2015-02-02,No,Away,82,75,Win
SG,John Jenkins,9.7,3500,atl,nor,16,  7pt 1rb 1as 1trey 3-5fg 0-0ft,2015-02-02,No,Away,100,115,Loss
PG,Nick Calathes,9.7,3800,mem,pho,11,  5pt 1rb 1as 1st 1trey 2-3fg 0-0ft,2015-02-02,No,Away,102,101,Win
SG,Austin Rivers,9.2,3500,lac,bkn,18,  5pt 1rb 2as 1trey 2-4fg 0-0ft,2015-02-02,No,Away,100,102,Loss
PG,Beno Udrih,8,4200,mem,pho,17,  4pt 2as 1st 1to 1-3fg 2-4ft,2015-02-02,No,Away,102,101,Win
SG,Andre Roberson,7.9,3500,okc,orl,23,  2pt 2rb 1as 1st 1-5fg 0-0ft,2015-02-02,Yes,Home,104,97,Win
PG,Elfrid Payton,7.1,6000,orl,okc,21,  0pt 3rb 3as 1to 0-6fg 0-0ft,2015-02-02,Yes,Away,97,104,Loss
PG,Raymond Felton,5.7,3500,dal,min,5,  3pt 1rb 1as 1trey 1-2fg 0-0ft,2015-02-02,No,Home,100,94,Win
SG,Evan Fournier,5.2,3600,orl,okc,21,  2pt 1rb 2as 1to 1-5fg 0-0ft,2015-02-02,No,Away,97,104,Loss
PG,Darius Morris,2.7,3500,bkn,lac,7,  0pt 1rb 1as 0-1fg 0-0ft,2015-02-02,No,Home,102,100,Win
SG,J.J. Redick,1.2,4600,lac,bkn,4,  0pt 1rb 0-1fg 0-0ft,2015-02-02,Yes,Away,100,102,Loss
PG,Nate Wolters,0,3500,nor,atl,1,  0pt 0-0fg 0-0ft,2015-02-02,No,Home,115,100,Win
SG,Joe Harris,0,3500,cle,phi,1,  0pt 0-0fg 0-0ft,2015-02-02,No,Home,97,84,Win
SG,Dahntay Jones,0,3500,lac,bkn,1,  0pt 0-1fg 0-0ft,2015-02-02,No,Away,100,102,Loss
PG,Troy Daniels,0,3500,min,dal,4,  0pt 0-1fg 0-0ft,2015-02-02,No,Away,94,100,Loss
SG,Markel Brown,0,3500,bkn,lac,0,  0pt 0-0fg 0-0ft,2015-02-02,No,Home,102,100,Win
PG,Lorenzo Brown,-1,3500,min,dal,1,  0pt 1to 0-0fg 0-0ft,2015-02-02,No,Away,94,100,Loss
PF,Anthony Davis,53.1,11500,nor,atl,34,  29pt 13rb 3as 1st 2bl 2to 12-23fg 5-7ft,2015-02-02,Yes,Home,115,100,Win
SF,Khris Middleton,42.3,5500,mil,tor,38,  25pt 9rb 1as 3st 1to 3trey 10-17fg 2-2ft,2015-02-02,Yes,Away,82,75,Win
SF,Robert Covington,41.6,5600,phi,cle,34,  18pt 3rb 4as 7st 1bl 2to 4trey 6-13fg 2-3ft,2015-02-02,Yes,Away,84,97,Loss
PF,Thaddeus Young,38.3,6800,min,dal,39,  15pt 9rb 3as 3st 1bl 5-10fg 5-6ft,2015-02-02,Yes,Away,94,100,Loss
SF,LeBron James,36.1,11300,cle,phi,36,  18pt 3rb 11as 2st 6to 1trey 6-17fg 5-6ft,2015-02-02,Yes,Home,97,84,Win
PF,Serge Ibaka,36.1,7000,okc,orl,37,  16pt 8rb 1as 2st 3bl 1to 2trey 6-12fg 2-2ft,2015-02-02,Yes,Home,104,97,Win
SF,Michael Kidd-Gilchrist,35.1,5600,cha,was,37,  13pt 13rb 3as 1st 4-6fg 5-10ft,2015-02-02,Yes,Away,92,88,Win
SF,Chandler Parsons,33.2,6000,dal,min,35,  18pt 6rb 2as 4st 3to 2trey 8-12fg 0-0ft,2015-02-02,Yes,Home,100,94,Win
PF,Kyle O'Quinn,31.6,3600,orl,okc,23,  11pt 8rb 2as 3st 1bl 5-10fg 1-3ft,2015-02-02,No,Away,97,104,Loss
PF,Zach Randolph,31.3,8600,mem,pho,32,  19pt 9rb 1as 1st 2to 6-15fg 7-8ft,2015-02-02,Yes,Away,102,101,Win
PF,Blake Griffin,30.7,9700,lac,bkn,35,  13pt 6rb 7as 1st 2to 6-10fg 1-4ft,2015-02-02,Yes,Away,100,102,Loss
PF,Dirk Nowitzki,29.4,6800,dal,min,31,  16pt 7rb 2as 1st 1bl 2to 2trey 7-10fg 0-1ft,2015-02-02,Yes,Home,100,94,Win
PF,Kevin Love,29,8400,cle,phi,33,  5pt 15rb 2as 1st 1bl 1to 1trey 1-7fg 2-2ft,2015-02-02,Yes,Home,97,84,Win
PF,Patrick Patterson,28.2,4600,tor,mil,31,  9pt 11rb 2as 2st 1to 1trey 3-8fg 2-2ft,2015-02-02,No,Home,75,82,Loss
SF,Gerald Henderson,27.9,5100,cha,was,33,  17pt 2rb 5as 1st 1to 1trey 6-13fg 4-4ft,2015-02-02,Yes,Away,92,88,Win
SF,Tobias Harris,27.8,5800,orl,okc,41,  18pt 4rb 4as 1to 8-20fg 2-3ft,2015-02-02,Yes,Away,97,104,Loss
SF,Andrew Wiggins,26.5,6900,min,dal,43,  14pt 5rb 3as 2st 1bl 4to 4-14fg 6-7ft,2015-02-02,Yes,Away,94,100,Loss
PF,Jerami Grant,26.4,3600,phi,cle,26,  18pt 7rb 2as 3to 3trey 5-7fg 5-7ft,2015-02-02,No,Away,84,97,Loss
PF,Paul Millsap,25.7,8400,atl,nor,32,  15pt 6rb 1as 2bl 2to 5-14fg 5-6ft,2015-02-02,Yes,Away,100,115,Loss
PF,John Henson,25.3,4700,mil,tor,29,  12pt 4rb 1as 2st 2bl 1to 5-8fg 2-2ft,2015-02-02,Yes,Away,82,75,Win
SF,Jeff Green,24.9,5100,mem,pho,36,  12pt 7rb 1as 2st 1to 1trey 4-12fg 3-5ft,2015-02-02,Yes,Away,102,101,Win
SF,Jared Dudley,24.7,4500,mil,tor,38,  14pt 1rb 5as 1bl 3trey 5-12fg 1-4ft,2015-02-02,Yes,Away,82,75,Win
PF,Markieff Morris,24.1,6300,pho,mem,31,  14pt 3rb 1as 2st 1bl 1to 7-15fg 0-0ft,2015-02-02,Yes,Home,101,102,Loss
SF,Luc Mbah a Moute,23.5,4500,phi,cle,32,  13pt 5rb 3as 1bl 2to 1trey 6-14fg 0-0ft,2015-02-02,Yes,Away,84,97,Loss
SF,Al-Farouq Aminu,23,3900,dal,min,21,  9pt 5rb 2as 2st 2bl 3to 1trey 4-5fg 0-0ft,2015-02-02,No,Home,100,94,Win
PF,Kris Humphries,22.5,4900,was,cha,26,  13pt 5rb 1as 1st 4-8fg 5-6ft,2015-02-02,No,Home,88,92,Loss
PF,Ryan Anderson,22.2,5100,nor,atl,28,  15pt 6rb 1bl 2to 1trey 5-10fg 4-4ft,2015-02-02,No,Home,115,100,Win
SF,Hollis Thompson,21.4,3500,phi,cle,19,  10pt 7rb 2st 1to 2trey 3-7fg 2-2ft,2015-02-02,No,Away,84,97,Loss
SF,Terrence Ross,19.8,3500,tor,mil,32,  10pt 4rb 2as 1st 2trey 4-12fg 0-0ft,2015-02-02,No,Home,75,82,Loss
SF,Matt Barnes,19.8,5100,lac,bkn,40,  12pt 4rb 2as 1st 2to 1trey 5-10fg 1-2ft,2015-02-02,Yes,Away,100,102,Loss
PF,Nerlens Noel,18.8,5700,phi,cle,33,  4pt 4rb 2as 2st 3bl 3to 2-5fg 0-0ft,2015-02-02,Yes,Away,84,97,Loss
PF,Kevin Garnett,18.7,4200,bkn,lac,16,  6pt 11rb 1as 2to 3-7fg 0-1ft,2015-02-02,Yes,Home,102,100,Win
PF,Charlie Villanueva,17.7,3500,dal,min,13,  4pt 6rb 1as 3bl 1to 2-9fg 0-0ft,2015-02-02,No,Home,100,94,Win
PF,Nene Hilario,16.9,5500,was,cha,28,  8pt 7rb 1as 1to 4-10fg 0-0ft,2015-02-02,Yes,Home,88,92,Loss
PF,Aaron Gordon,16.6,3500,orl,okc,26,  6pt 8rb 2as 2to 2-7fg 2-2ft,2015-02-02,Yes,Away,97,104,Loss
PF,Dante Cunningham,16.2,4100,nor,atl,22,  10pt 1rb 2as 1bl 4-6fg 2-2ft,2015-02-02,Yes,Home,115,100,Win
SF,Paul Pierce,16.1,4900,was,cha,24,  11pt 3rb 1as 1st 2to 3trey 4-7fg 0-0ft,2015-02-02,Yes,Home,88,92,Loss
PF,Mike Scott,15.6,3500,atl,nor,23,  8pt 3rb 2st 1trey 3-8fg 1-1ft,2015-02-02,No,Away,100,115,Loss
PF,Kevin Seraphin,15.5,3700,was,cha,19,  6pt 5rb 1as 1st 2-7fg 2-2ft,2015-02-02,No,Home,88,92,Loss
SF,Quincy Pondexter,15.5,3500,nor,atl,31,  7pt 5rb 1as 1st 1bl 3to 1trey 3-9fg 0-0ft,2015-02-02,No,Home,115,100,Win
PF,Marcus Morris,15.2,4000,pho,mem,21,  7pt 1rb 2as 2st 1trey 3-4fg 0-2ft,2015-02-02,No,Home,101,102,Loss
PF,Jon Leuer,14.7,3600,mem,pho,11,  4pt 6rb 1as 1st 2-6fg 0-0ft,2015-02-02,No,Away,102,101,Win
PF,JaKarr Sampson,14.5,3700,phi,cle,18,  10pt 1as 2st 1bl 3to 2trey 4-5fg 0-0ft,2015-02-02,Yes,Away,84,97,Loss
PF,Cody Zeller,13.6,5300,cha,was,31,  2pt 3rb 4as 1st 1-5fg 0-0ft,2015-02-02,Yes,Away,92,88,Win
PF,Tyler Hansbrough,13.2,3500,tor,mil,19,  3pt 6rb 2st 1to 1-1fg 1-2ft,2015-02-02,No,Home,75,82,Loss
SF,Bojan Bogdanovic,13,3500,bkn,lac,18,  11pt 2as 1to 3trey 4-9fg 0-0ft,2015-02-02,No,Home,102,100,Win
PF,Marvin Williams,12.9,4100,cha,was,18,  0pt 7rb 1as 2bl 1to 0-4fg 0-0ft,2015-02-02,No,Away,92,88,Win
PF,Tristan Thompson,11.4,5400,cle,phi,21,  3pt 7rb 1-4fg 1-2ft,2015-02-02,No,Home,97,84,Win
SF,Otto Porter,11.3,3600,was,cha,15,  4pt 4rb 1as 1bl 1to 2-4fg 0-2ft,2015-02-02,No,Home,88,92,Loss
SF,P.J. Tucker,11.1,4700,pho,mem,27,  7pt 3rb 1as 1to 1trey 2-7fg 2-2ft,2015-02-02,Yes,Home,101,102,Loss
PF,Kenyon Martin,10.6,3600,mil,tor,19,  4pt 3rb 1st 1bl 1to 2-4fg 0-0ft,2015-02-02,No,Away,82,75,Win
SF,Hedo Turkoglu,9.8,3500,lac,bkn,9,  3pt 4rb 1st 1trey 1-3fg 0-0ft,2015-02-02,No,Away,100,102,Loss
PF,Anthony Bennett,8.8,3500,min,dal,12,  4pt 4rb 2-3fg 0-0ft,2015-02-02,No,Away,94,100,Loss
PF,Nick Collison,8.6,3500,okc,orl,11,  2pt 3rb 1st 1bl 1to 1-6fg 0-0ft,2015-02-02,No,Home,104,97,Win
SF,DeMarre Carroll,8.4,5300,atl,nor,23,  6pt 2rb 2trey 2-4fg 0-0ft,2015-02-02,No,Away,100,115,Loss
PF,Channing Frye,8.3,4000,orl,okc,12,  3pt 4rb 1as 1to 1trey 1-4fg 0-0ft,2015-02-02,No,Away,97,104,Loss
PF,Amir Johnson,8.1,4800,tor,mil,17,  3pt 3rb 1as 1bl 2to 1trey 1-2fg 0-0ft,2015-02-02,Yes,Home,75,82,Loss
SF,Rasual Butler,7,3500,was,cha,7,  2pt 2as 1st 1-2fg 0-0ft,2015-02-02,No,Home,88,92,Loss
SF,Shawn Marion,5.5,3500,cle,phi,8,  2pt 1as 1st 1-1fg 0-2ft,2015-02-02,No,Home,97,84,Win
SF,K.J. McDaniels,5.4,4600,phi,cle,24,  3pt 2rb 1bl 2to 1-7fg 1-2ft,2015-02-02,No,Away,84,97,Loss
SF,Richard Jefferson,5.4,3500,dal,min,9,  2pt 2rb 1st 1to 1-2fg 0-0ft,2015-02-02,No,Home,100,94,Win
PF,Glen Davis,5.2,3500,lac,bkn,5,  4pt 1rb 2-4fg 0-0ft,2015-02-02,No,Away,100,102,Loss
PF,Mike Muscala,5.2,3500,atl,nor,5,  4pt 1rb 2-2fg 0-0ft,2015-02-02,No,Away,100,115,Loss
SF,Maurice Harkless,3.5,3500,orl,okc,7,  2pt 1as 1-1fg 0-0ft,2015-02-02,No,Away,97,104,Loss
PF,Greg Smith,2,3500,dal,min,4,  2pt 1-1fg 0-0ft,2015-02-02,No,Home,100,94,Win
SF,Luke Babbitt,2,3500,nor,atl,1,  0pt 1bl 0-0fg 0-0ft,2015-02-02,No,Home,115,100,Win
SF,John Salmons,0.5,3500,nor,atl,8,  0pt 1as 1to 0-1fg 0-0ft,2015-02-02,No,Home,115,100,Win
PF,Cory Jefferson,0.4,3800,bkn,lac,9,  0pt 2rb 2to 0-1fg 0-0ft,2015-02-02,No,Home,102,100,Win
PF,Dwight Powell,0,3500,dal,min,2,  0pt 0-0fg 0-0ft,2015-02-02,No,Home,100,94,Win
SF,Chase Budinger,0,3500,min,dal,6,  0pt 0-2fg 0-0ft,2015-02-02,No,Away,94,100,Loss
PF,Mitch McGary,0,3500,okc,orl,1,  0pt 0-1fg 0-0ft,2015-02-02,No,Home,104,97,Win
SF,Mike Miller,-1,3500,cle,phi,5,  0pt 1to 0-1fg 0-0ft,2015-02-02,No,Home,97,84,Win
SF,Gerald Green,-2,4300,pho,mem,3,  0pt 2to 0-0fg 0-0ft,2015-02-02,No,Home,101,102,Loss
C,DeAndre Jordan,43,8300,lac,bkn,37,  22pt 20rb 3to 10-13fg 2-12ft,2015-02-02,Yes,Away,100,102,Loss
C,Al Jefferson,37.9,8200,cha,was,31,  18pt 12rb 1as 2st 9-19fg 0-0ft,2015-02-02,Yes,Away,92,88,Win
C,Marc Gasol,37.2,8200,mem,pho,34,  15pt 6rb 8as 3bl 3to 4-11fg 7-8ft,2015-02-02,Yes,Away,102,101,Win
C,Brook Lopez,34.4,6300,bkn,lac,37,  24pt 7rb 1st 12-20fg 0-0ft,2015-02-02,No,Home,102,100,Win
C,Omer Asik,31.9,4800,nor,atl,33,  9pt 17rb 1as 1bl 1to 2-6fg 5-6ft,2015-02-02,Yes,Home,115,100,Win
C,Timofey Mozgov,31.6,5200,cle,phi,27,  10pt 8rb 1st 5bl 4-11fg 2-2ft,2015-02-02,Yes,Home,97,84,Win
C,Tyson Chandler,31.5,6700,dal,min,31,  6pt 10rb 5as 3bl 2-2fg 2-2ft,2015-02-02,Yes,Home,100,94,Win
C,Al Horford,29.8,8100,atl,nor,30,  8pt 9rb 4as 3st 1to 4-9fg 0-0ft,2015-02-02,Yes,Away,100,115,Loss
C,Jonas Valanciunas,28.6,6000,tor,mil,25,  12pt 13rb 1bl 1to 6-9fg 0-0ft,2015-02-02,Yes,Home,75,82,Loss
C,Nikola Vucevic,26.7,9000,orl,okc,28,  20pt 6rb 1as 2to 9-16fg 2-2ft,2015-02-02,Yes,Away,97,104,Loss
C,Gorgui Dieng,23.8,7100,min,dal,21,  9pt 9rb 2as 1st 1to 4-8fg 1-2ft,2015-02-02,No,Away,94,100,Loss
C,Brandan Wright,20.2,3600,pho,mem,22,  11pt 6rb 1bl 5-6fg 1-1ft,2015-02-02,No,Home,101,102,Loss
C,Kosta Koufos,19.7,3500,mem,pho,15,  4pt 11rb 1as 1st 1to 1-2fg 2-2ft,2015-02-02,No,Away,102,101,Win
C,Nikola Pekovic,19,5900,min,dal,27,  8pt 10rb 1st 3to 4-11fg 0-0ft,2015-02-02,Yes,Away,94,100,Loss
C,Steven Adams,16.8,4400,okc,orl,27,  12pt 4rb 2as 3to 5-7fg 2-2ft,2015-02-02,Yes,Home,104,97,Win
C,Mason Plumlee,15.8,6400,bkn,lac,22,  9pt 9rb 4to 3-5fg 3-10ft,2015-02-02,Yes,Home,102,100,Win
C,Alex Len,14.4,4900,pho,mem,22,  0pt 7rb 2st 2bl 2to 0-2fg 0-2ft,2015-02-02,Yes,Home,101,102,Loss
C,Marcin Gortat,13.4,5700,was,cha,24,  4pt 7rb 2bl 3to 2-6fg 0-0ft,2015-02-02,Yes,Home,88,92,Loss
C,Kendrick Perkins,12.6,3500,okc,orl,21,  8pt 3rb 2as 2to 3-4fg 2-4ft,2015-02-02,No,Home,104,97,Win
C,Henry Sims,8.3,4000,phi,cle,11,  2pt 4rb 1as 1-4fg 0-0ft,2015-02-02,No,Away,84,97,Loss
C,Spencer Hawes,7.4,3500,lac,bkn,17,  3pt 2rb 1bl 1trey 1-3fg 0-0ft,2015-02-02,No,Away,100,102,Loss
C,Jason Maxiell,6.7,3500,cha,was,16,  4pt 1rb 1as 1bl 2to 2-3fg 0-0ft,2015-02-02,No,Away,92,88,Win
C,Miles Plumlee,5.6,3500,pho,mem,11,  2pt 3rb 1-1fg 0-0ft,2015-02-02,No,Home,101,102,Loss
